country,cncode,year,region,incomegr,dbacba,llgdp,cbagdp,dbagdp,ofagdp,pcrdbgdp,pcrdbofgdp,bdgdp,fdgdp,bcbd,ll_usd,overhead,netintmargin,concentration,roa,roe,costinc,zscore,inslife,insnonlife,stmktcap,stvaltraded,stturnover,listco_pc,prbond,pubond,intldebt,intldebtnet,nrbloan,offdep,remit
Cote d'Ivoire,CIV,2001,Sub-Saharan Africa,Lower-middle-income economies,75.24,21.54,6.37,18.29,,14.41,14.41,12.61,12.61,116.31,2434.47,5.33,5.21,77.24,0.54,7.92,68.54,16.23,0.45,0.63,11.15,0.20,0.71,231.42,,,11.82,,18.31,70.64,1.10
Cote d'Ivoire,CIV,2002,Sub-Saharan Africa,Lower-middle-income economies,74.87,24.59,5.75,17.30,,13.84,13.84,13.03,13.03,97.31,3693.39,6.06,5.45,79.28,0.34,3.58,69.25,19.08,0.48,0.68,11.11,0.11,1.27,227.89,,,11.04,,19.48,49.41,1.05
Cote d'Ivoire,CIV,2003,Sub-Saharan Africa,Lower-middle-income economies,76.00,23.68,5.29,16.23,,12.86,12.86,13.66,13.66,90.83,3199.07,6.64,5.99,71.82,0.49,4.50,70.49,21.53,0.47,0.68,11.95,0.16,1.49,224.72,,,9.92,,19.44,45.68,1.03
Cote d'Ivoire,CIV,2004,Sub-Saharan Africa,Lower-middle-income economies,79.96,21.21,4.57,16.14,,12.81,12.81,13.96,13.96,92.71,3669.25,5.57,5.26,75.08,0.80,6.70,65.18,23.42,0.52,0.67,12.64,0.24,2.41,227.48,,,8.27,,18.72,43.76,1.03
Cote d'Ivoire,CIV,2005,Sub-Saharan Africa,Lower-middle-income economies,82.35,22.47,3.78,16.25,,13.11,13.11,14.36,14.36,89.94,3308.86,6.14,5.17,63.23,0.30,8.34,69.14,19.86,0.55,0.65,13.61,0.24,1.40,224.22,,,7.40,,16.32,48.19,1.00
Cote d'Ivoire,CIV,2006,Sub-Saharan Africa,Lower-middle-income economies,85.90,24.48,3.22,17.08,,13.77,13.77,15.48,15.48,88.01,3972.60,6.62,5.12,60.88,1.75,15.79,70.95,22.50,0.58,0.64,18.88,0.40,3.26,226.47,,,6.93,,22.32,43.80,0.96
Cote d'Ivoire,CIV,2007,Sub-Saharan Africa,Lower-middle-income economies,88.36,27.50,2.77,18.94,,15.01,15.01,17.20,17.20,86.61,5273.72,6.17,4.63,62.89,1.86,17.75,66.60,21.63,0.60,0.64,32.88,0.70,2.42,211.71,,,6.28,,19.73,36.97,0.93
Cote d'Ivoire,CIV,2008,Sub-Saharan Africa,Lower-middle-income economies,88.60,28.64,2.53,19.46,,15.74,15.74,17.90,17.90,89.32,5263.35,5.91,4.74,61.04,1.73,17.58,65.86,20.00,0.65,0.70,35.19,1.04,3.82,208.10,,,5.26,,16.27,35.77,0.85
Cote d'Ivoire,CIV,2009,Sub-Saharan Africa,Lower-middle-income economies,81.29,29.87,3.52,19.35,,16.38,16.38,18.49,18.49,87.95,6214.21,6.32,5.14,62.55,1.44,24.53,68.50,18.24,0.66,0.66,27.81,0.93,2.08,204.29,,,4.82,,6.34,25.62,1.37
Cote d'Ivoire,CIV,2010,Sub-Saharan Africa,Lower-middle-income economies,83.16,33.54,4.51,20.92,,17.17,17.17,20.33,20.33,81.38,6714.72,5.55,4.14,71.95,1.52,15.83,72.57,20.57,0.73,0.70,28.07,0.56,2.05,200.25,,,7.90,,4.62,23.81,1.63
Cote d'Ivoire,CIV,2011,Sub-Saharan Africa,Lower-middle-income economies,80.37,41.24,5.55,24.83,,19.29,19.29,25.99,25.99,68.13,6989.33,5.09,3.78,80.87,1.30,13.26,73.57,19.49,,,28.85,0.55,1.78,170.19,,,11.10,,7.11,20.77,1.55
Cameroon,CMR,1960,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,241.89,356.13,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1961,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,252.98,354.89,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1962,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,224.23,457.84,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1963,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,259.53,477.29,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1964,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,250.66,526.86,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1965,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,221.30,518.36,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1966,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,236.23,582.55,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1967,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,232.36,617.00,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1968,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,192.96,699.68,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1969,Sub-Saharan Africa,Lower-middle-income economies,,15.48,,16.23,,14.89,14.89,8.13,8.13,175.38,697.21,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1970,Sub-Saharan Africa,Lower-middle-income economies,,15.13,,15.68,,14.44,14.44,8.26,8.26,174.40,742.17,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1971,Sub-Saharan Africa,Lower-middle-income economies,,15.52,,15.76,,14.55,14.55,8.76,8.76,158.63,856.34,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1972,Sub-Saharan Africa,Lower-middle-income economies,,15.70,,16.30,,14.97,14.97,9.24,9.24,165.18,927.91,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1973,Sub-Saharan Africa,Lower-middle-income economies,97.25,16.18,0.24,16.79,,15.41,15.41,9.88,9.88,147.55,1135.43,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1974,Sub-Saharan Africa,Lower-middle-income economies,92.66,16.95,0.94,16.97,,15.65,15.65,10.84,10.84,141.59,1446.05,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1975,Sub-Saharan Africa,Lower-middle-income economies,88.68,17.53,1.99,18.89,,17.53,17.53,11.74,11.74,156.40,1507.32,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1976,Sub-Saharan Africa,Lower-middle-income economies,85.94,18.21,3.06,20.89,,19.42,19.42,12.65,12.65,151.10,1623.59,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1977,Sub-Saharan Africa,Lower-middle-income economies,89.46,20.30,3.27,23.72,,22.03,22.03,14.51,14.51,152.33,2218.62,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1978,Sub-Saharan Africa,Lower-middle-income economies,89.32,20.93,3.14,26.45,,24.54,24.54,15.04,15.04,173.55,2644.00,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1979,Sub-Saharan Africa,Lower-middle-income economies,90.48,20.75,3.08,27.47,,25.62,25.62,14.98,14.98,168.89,2973.42,,,,,,,,,,,,,,,,,,,,0.06
Cameroon,CMR,1980,Sub-Saharan Africa,Lower-middle-income economies,92.04,21.50,2.77,29.13,,27.27,27.27,15.80,15.80,175.70,2858.55,,,,,,,,,,,,,,,,,,,,0.44
Cameroon,CMR,1981,Sub-Saharan Africa,Lower-middle-income economies,93.35,20.22,2.25,28.76,,26.97,26.97,14.96,14.96,184.33,2650.43,,,,,,,,,,,,,,,,,,,,0.38
Cameroon,CMR,1982,Sub-Saharan Africa,Lower-middle-income economies,94.21,20.70,2.01,30.40,,28.45,28.45,15.60,15.60,180.68,2595.60,,,,,,,,,,,,,,,,,,,,0.26
Cameroon,CMR,1983,Sub-Saharan Africa,Lower-middle-income economies,93.48,20.92,1.98,30.26,,28.15,28.15,16.21,16.21,166.88,2549.26,,,,,,,,,,,,,,,,,,,,0.38
Cameroon,CMR,1984,Sub-Saharan Africa,Lower-middle-income economies,91.89,20.65,2.08,26.45,,24.47,24.47,16.41,16.41,133.93,2573.65,,,,,,,,,,,,,,,,,,,,0.19
Cameroon,CMR,1985,Sub-Saharan Africa,Lower-middle-income economies,92.82,20.49,1.92,23.19,,21.27,21.27,16.62,16.62,122.59,3693.72,,,,,,,,,,,,,,,,,,,,0.15
Cameroon,CMR,1986,Sub-Saharan Africa,Lower-middle-income economies,90.63,20.46,2.22,24.48,,22.14,22.14,16.45,16.45,148.63,4095.68,,,,,,,,,,,,,,,,,,,,0.22
Cameroon,CMR,1987,Sub-Saharan Africa,Lower-middle-income economies,92.35,20.08,2.75,29.51,,26.15,26.15,15.42,15.42,199.36,3873.12,,,,,,,,,,,,,,,,,,,,0.10
Cameroon,CMR,1988,Sub-Saharan Africa,Lower-middle-income economies,90.73,19.46,2.98,32.27,,26.67,26.67,14.48,14.48,169.54,3335.78,,,,,,,,,,,,,,,,,,,,0.10
Cameroon,CMR,1989,Sub-Saharan Africa,Lower-middle-income economies,89.94,20.49,3.63,33.83,,25.59,25.59,15.48,15.48,161.41,3418.70,,,,,,,,,,,,,,,,,,,,0.29
Cameroon,CMR,1990,Sub-Saharan Africa,Lower-middle-income economies,89.77,22.09,4.09,36.25,,27.28,27.28,16.98,16.98,159.98,3610.14,,,,,,,,,,,,,,,,,,,,0.21
Cameroon,CMR,1991,Sub-Saharan Africa,Lower-middle-income economies,78.40,21.53,6.75,34.76,,26.51,26.51,16.57,16.57,160.08,3519.60,,,,,,,,,,,,,,,,,,,,0.06
Cameroon,CMR,1992,Sub-Saharan Africa,Lower-middle-income economies,64.52,20.79,10.25,27.65,,20.06,20.06,15.72,15.72,88.84,2679.54,,,,,,,,0.22,0.86,,,,,,,,,,,0.22
Cameroon,CMR,1993,Sub-Saharan Africa,Lower-middle-income economies,64.34,15.67,8.88,16.09,,10.50,10.50,12.00,12.00,86.07,2211.01,,,,,,,,0.22,0.76,,,,,,,,,,,0.15
Cameroon,CMR,1994,Sub-Saharan Africa,Lower-middle-income economies,63.61,16.81,9.11,16.22,,10.27,10.27,13.31,13.31,66.92,1502.54,,,,,,,,0.19,0.84,,,,,,,,,,,0.12
Cameroon,CMR,1995,Sub-Saharan Africa,Lower-middle-income economies,63.98,14.39,7.29,12.84,,7.96,7.96,11.77,11.77,68.29,1500.32,,,,,,,,0.19,0.83,,,,,,,,,13.76,58.63,0.13
Cameroon,CMR,1996,Sub-Saharan Africa,Lower-middle-income economies,63.08,12.57,6.93,12.07,,7.72,7.72,10.47,10.47,80.03,1221.40,,,,,,,,0.16,0.81,,,,,,,,,9.80,65.80,0.14
Cameroon,CMR,1997,Sub-Saharan Africa,Lower-middle-income economies,62.29,12.15,6.49,10.91,,7.02,7.02,9.43,9.43,68.89,1245.44,,,,,,,,0.14,0.62,,,,,,,,,17.66,71.24,0.27
Cameroon,CMR,1998,Sub-Saharan Africa,Lower-middle-income economies,64.67,12.34,5.99,10.43,,6.66,6.66,8.90,8.90,80.81,1406.96,,,82.20,,,36.65,,0.16,0.57,,,,,,,,,18.41,62.17,0.39
Cameroon,CMR,1999,Sub-Saharan Africa,Lower-middle-income economies,63.75,12.73,6.10,10.94,,7.29,7.29,9.07,9.07,80.04,1336.63,4.26,10.03,74.10,2.08,27.89,30.91,34.75,0.17,0.59,,,,,,,,,18.19,71.61,0.25
Cameroon,CMR,2000,Sub-Saharan Africa,Lower-middle-income economies,64.87,13.92,6.30,11.37,,7.71,7.71,10.06,10.06,73.85,1426.61,5.68,3.88,70.67,1.32,25.33,38.24,31.58,0.16,0.54,,,,,,,,,21.37,60.20,0.32
Cameroon,CMR,2001,Sub-Saharan Africa,Lower-middle-income economies,63.08,15.41,6.65,11.80,,8.19,8.19,11.35,11.35,70.74,1531.69,2.88,6.66,75.58,1.43,19.49,40.12,29.33,0.16,0.64,,,,,,,,,18.39,55.00,0.21
Cameroon,CMR,2002,Sub-Saharan Africa,Lower-middle-income economies,63.91,16.46,6.71,11.67,,8.44,8.44,12.23,12.23,67.50,2063.19,3.24,5.41,71.63,1.32,18.92,40.25,30.67,0.15,0.69,,,,,,,,,20.50,45.10,0.33
Cameroon,CMR,2003,Sub-Saharan Africa,Lower-middle-income economies,66.58,16.96,6.33,11.90,,8.89,8.89,12.89,12.89,70.41,2471.13,3.76,6.32,62.79,1.74,22.05,37.85,37.85,0.17,0.70,,,,,,,,,18.45,39.18,0.55
Cameroon,CMR,2004,Sub-Saharan Africa,Lower-middle-income economies,68.76,16.70,5.56,11.61,,8.90,8.90,12.85,12.85,68.09,2746.80,3.53,4.99,60.63,1.32,15.76,37.25,35.23,0.19,0.69,,,,,,,,,16.07,37.78,0.66
Cameroon,CMR,2005,Sub-Saharan Africa,Lower-middle-income economies,75.91,16.76,4.40,11.45,,8.97,8.97,13.25,13.25,67.38,2413.07,3.07,4.39,53.92,1.26,16.71,41.37,36.60,0.20,0.68,,,,,,,,,12.87,32.15,0.46
Cameroon,CMR,2006,Sub-Saharan Africa,Lower-middle-income economies,86.23,17.17,2.73,11.45,,9.10,9.10,14.02,14.02,62.71,2896.70,3.21,4.47,57.60,1.35,16.24,41.30,34.51,0.21,0.62,,,,,,,,,10.10,29.53,0.72
Cameroon,CMR,2007,Sub-Saharan Africa,Lower-middle-income economies,92.66,18.16,1.33,11.11,,8.94,8.94,14.64,14.64,59.53,3573.59,2.79,3.93,59.92,1.43,18.47,40.30,32.82,0.23,0.65,,,,,,,,,9.00,25.27,0.82
Cameroon,CMR,2008,Sub-Saharan Africa,Lower-middle-income economies,98.95,18.54,0.47,10.98,,9.02,9.02,14.71,14.71,63.01,3837.91,3.60,4.84,61.77,1.33,17.93,50.26,32.06,0.24,0.61,,,,,,,,,5.74,26.16,0.68
Cameroon,CMR,2009,Sub-Saharan Africa,Lower-middle-income economies,94.55,19.95,0.42,12.09,,10.09,10.09,15.90,15.90,63.80,4112.08,4.41,5.60,63.68,1.36,19.04,58.81,30.78,0.25,0.59,,,,,,,,,5.23,29.59,0.83
Cameroon,CMR,2010,Sub-Saharan Africa,Lower-middle-income economies,94.65,22.15,0.76,13.31,,11.11,11.11,17.80,17.80,61.11,4242.09,3.79,5.25,66.92,1.28,18.02,57.96,31.41,0.26,0.61,,,,,,,,,5.26,30.19,0.51
Cameroon,CMR,2011,Sub-Saharan Africa,Lower-middle-income economies,95.50,22.82,0.75,14.51,,12.20,12.20,18.55,18.55,70.10,4363.89,3.71,4.27,83.47,0.90,12.61,65.01,29.27,,,,,,,,,,,3.37,32.91,0.45
"Congo, Rep.",COG,1960,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,162.44,183.47,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1961,Sub-Saharan Africa,Lower-middle-income economies,93.25,,,,,,,,,172.91,205.19,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1962,Sub-Saharan Africa,Lower-middle-income economies,,,,,,,,,,159.14,169.28,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1963,Sub-Saharan Africa,Lower-middle-income economies,93.37,,,,,,,,,180.46,195.11,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1964,Sub-Saharan Africa,Lower-middle-income economies,93.23,,,,,,,,,213.93,186.21,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1965,Sub-Saharan Africa,Lower-middle-income economies,90.12,,,,,,,,,208.09,169.65,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1966,Sub-Saharan Africa,Lower-middle-income economies,91.99,,,,,,,,,217.08,178.48,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1967,Sub-Saharan Africa,Lower-middle-income economies,88.39,,,,,,,,,199.29,204.84,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1968,Sub-Saharan Africa,Lower-middle-income economies,91.66,,,,,,,,,173.02,225.46,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1969,Sub-Saharan Africa,Lower-middle-income economies,90.77,,,,,,,,,177.46,198.32,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1970,Sub-Saharan Africa,Lower-middle-income economies,87.51,,,,,,,,,155.16,221.93,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1971,Sub-Saharan Africa,Lower-middle-income economies,91.05,,,,,,,,,167.19,246.85,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1972,Sub-Saharan Africa,Lower-middle-income economies,87.66,,,,,,,,,195.83,258.84,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1973,Sub-Saharan Africa,Lower-middle-income economies,84.12,,,,,,,,,196.05,297.03,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1974,Sub-Saharan Africa,Lower-middle-income economies,85.70,,,,,,,,,152.01,390.19,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1975,Sub-Saharan Africa,Lower-middle-income economies,81.09,,,,,,,,,188.58,409.59,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1976,Sub-Saharan Africa,Lower-middle-income economies,82.33,,,,,,,,,192.00,408.52,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1977,Sub-Saharan Africa,Lower-middle-income economies,80.73,,,,,,,,,208.88,413.85,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,1978,Sub-Saharan Africa,Lower-middle-income economies,76.70,,,,,,,,,191.62,456.00,,,,,,,,,,,,,,,,,,,,0.28
"Congo, Rep.",COG,1979,Sub-Saharan Africa,Lower-middle-income economies,76.89,,,,,,,,,175.67,508.92,,,,,,,,,,,,,,,,,,,,0.26
"Congo, Rep.",COG,1980,Sub-Saharan Africa,Lower-middle-income economies,78.94,,,,,,,,,145.22,550.46,,,,,,,,,,,,,,,,,,,,0.19
"Congo, Rep.",COG,1981,Sub-Saharan Africa,Lower-middle-income economies,86.78,,,,,,,,,153.23,597.08,,,,,,,,,,,,,,,,,,,,0.13
"Congo, Rep.",COG,1982,Sub-Saharan Africa,Lower-middle-income economies,80.32,,,,,,,,,180.05,620.06,,,,,,,,,,,,,,,,,,,,0.10
"Congo, Rep.",COG,1983,Sub-Saharan Africa,Lower-middle-income economies,81.47,,,,,,,,,214.36,474.14,,,,,,,,,,,,,,,,,,,,0.08
"Congo, Rep.",COG,1984,Sub-Saharan Africa,Lower-middle-income economies,81.13,,,,,,,,,230.34,425.77,,,,,,,,,,,,,,,,,,,,0.05
"Congo, Rep.",COG,1985,Sub-Saharan Africa,Lower-middle-income economies,84.14,,,,,,,,,202.31,629.69,,,,,,,,,,,,,,,,,,,,0.03
"Congo, Rep.",COG,1986,Sub-Saharan Africa,Lower-middle-income economies,80.24,,,,,,,,,250.31,644.87,,,,,,,,,,,,,,,,,,,,0.00
"Congo, Rep.",COG,1987,Sub-Saharan Africa,Lower-middle-income economies,78.43,,,,,,,,,224.75,791.19,,,,,,,,,,,,,,,,,,,,0.00
"Congo, Rep.",COG,1988,Sub-Saharan Africa,Lower-middle-income economies,78.17,,,,,,,,,129.80,637.74,,,,,,,,,,,,,,,,,,,,0.20
"Congo, Rep.",COG,1989,Sub-Saharan Africa,Lower-middle-income economies,77.67,,,,,,,,,127.71,657.66,,,,,,,,,,,,,,,,,,,,0.18
"Congo, Rep.",COG,1990,Sub-Saharan Africa,Lower-middle-income economies,77.21,,,,,,,,,124.51,828.14,,,,,,,,,,,,,,,,,,,,0.16
"Congo, Rep.",COG,1991,Sub-Saharan Africa,Lower-middle-income economies,78.42,20.74,6.95,24.39,,15.82,15.82,12.92,12.92,120.56,757.41,,,,,,,,,,,,,,,,,,,,0.16
"Congo, Rep.",COG,1992,Sub-Saharan Africa,Lower-middle-income economies,71.70,20.87,8.05,23.97,,15.74,15.74,13.45,13.45,113.75,753.46,,,,,,,,,,,,,,,,,,,,0.15
"Congo, Rep.",COG,1993,Sub-Saharan Africa,Lower-middle-income economies,56.72,18.85,9.23,18.35,,12.26,12.26,11.48,11.48,93.75,503.00,,,,,,,,,,,,,,,,,,,,0.22
"Congo, Rep.",COG,1994,Sub-Saharan Africa,Lower-middle-income economies,60.14,15.48,8.28,11.59,,7.79,7.79,8.53,8.53,88.61,346.28,,,,,,,,,,,,,,,,,0.11,,,0.24
"Congo, Rep.",COG,1995,Sub-Saharan Africa,Lower-middle-income economies,61.38,15.31,7.59,11.76,,7.74,7.74,7.65,7.65,116.57,368.26,,,,,,,,,,,,,,,,25.55,0.14,57.61,183.32,0.20
"Congo, Rep.",COG,1996,Sub-Saharan Africa,Lower-middle-income economies,60.48,13.68,6.90,10.77,,7.33,7.33,6.59,6.59,106.53,385.82,,,,,,,,,,,,,,,,20.83,0.12,39.12,124.56,0.31
"Congo, Rep.",COG,1997,Sub-Saharan Africa,Lower-middle-income economies,56.99,,,,,,,,,102.90,363.35,,,,,,,,,,,,,,,,,0.13,52.40,136.48,0.20
"Congo, Rep.",COG,1998,Sub-Saharan Africa,Lower-middle-income economies,56.03,,,,,,,,,111.64,332.18,,,,,,,,,,,,,,,,,0.15,64.27,147.38,0.10
"Congo, Rep.",COG,1999,Sub-Saharan Africa,Lower-middle-income economies,61.40,13.25,8.39,11.95,,9.22,9.22,7.00,7.00,152.63,333.89,,,,,,,,,,,,,,,,22.65,0.13,61.94,116.69,0.50
"Congo, Rep.",COG,2000,Sub-Saharan Africa,Lower-middle-income economies,53.33,11.75,5.34,7.22,,5.70,5.70,6.49,6.49,56.00,474.19,,,,,,,,0.00,0.12,,,,,,,15.90,0.09,44.91,75.36,0.32
"Congo, Rep.",COG,2001,Sub-Saharan Africa,Lower-middle-income economies,41.54,14.24,7.19,6.48,,5.06,5.06,7.20,7.20,99.71,341.35,,,,,,,,0.00,0.35,,,,,,,19.64,0.11,37.79,175.62,0.43
"Congo, Rep.",COG,2002,Sub-Saharan Africa,Lower-middle-income economies,34.47,13.03,8.17,5.05,,3.82,3.82,5.97,5.97,40.35,448.55,,,,,,,,0.00,0.35,,,,,,,19.69,0.10,34.57,110.34,0.04
"Congo, Rep.",COG,2003,Sub-Saharan Africa,Lower-middle-income economies,33.18,13.84,8.80,4.49,,3.25,3.25,6.95,6.95,54.02,517.34,,,,,,,,0.00,1.26,,,,,,,,-17.02,27.83,147.28,0.35
"Congo, Rep.",COG,2004,Sub-Saharan Africa,Lower-middle-income economies,35.43,13.42,8.47,4.42,,3.21,3.21,6.62,6.62,43.94,634.59,,,,,,,,0.00,0.74,,,,,,,,,17.70,97.09,0.32
"Congo, Rep.",COG,2005,Sub-Saharan Africa,Lower-middle-income economies,33.78,12.46,6.04,3.20,,2.37,2.37,6.11,6.11,34.74,728.62,,,,,,,,0.00,0.52,,,,,,,,,8.67,94.17,0.19
"Congo, Rep.",COG,2006,Sub-Saharan Africa,Lower-middle-income economies,41.13,14.12,4.29,2.52,,2.04,2.04,7.23,7.23,23.63,1155.55,,,,,,,,0.00,0.52,,,,,,,,,5.72,64.65,0.17
"Congo, Rep.",COG,2007,Sub-Saharan Africa,Lower-middle-income economies,37.97,18.63,4.31,2.81,,2.36,2.36,10.63,10.63,21.07,1328.68,,,,,,116.84,,0.01,0.65,,,,,,,,,4.46,61.25,0.18
"Congo, Rep.",COG,2008,Sub-Saharan Africa,Lower-middle-income economies,91.36,18.27,2.16,3.26,,2.76,2.76,10.85,10.85,29.12,1720.70,8.32,3.21,,-1.25,-23.00,107.37,,0.02,0.61,,,,,,,,,2.60,57.12,
"Congo, Rep.",COG,2009,Sub-Saharan Africa,Lower-middle-income economies,79.84,24.24,0.98,5.42,,4.65,4.65,14.43,14.43,35.05,1820.12,6.63,3.49,,1.09,19.08,85.15,,0.04,0.77,,,,,,,,,2.99,46.56,
"Congo, Rep.",COG,2010,Sub-Saharan Africa,Lower-middle-income economies,85.98,20.91,1.03,5.12,,4.64,4.64,13.17,13.17,35.39,2288.21,4.23,1.45,,1.22,19.64,68.04,,0.05,0.38,,,,,,,,,2.69,40.30,
"Congo, Rep.",COG,2011,Sub-Saharan Africa,Lower-middle-income economies,96.18,23.85,0.55,5.98,,5.66,5.66,16.42,16.42,33.82,2893.80,,,,,,,,,,,,,,,,,,2.59,25.12,
Colombia,COL,1960,Latin America & the Caribbean,Upper-middle-income economies,76.28,,,,,,,,,142.96,4758.84,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1961,Latin America & the Caribbean,Upper-middle-income economies,76.29,20.29,6.37,20.50,,20.15,20.15,14.48,14.48,135.96,5830.86,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1962,Latin America & the Caribbean,Upper-middle-income economies,70.01,21.58,8.05,21.60,,20.91,20.91,15.82,15.82,128.90,5116.76,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1963,Latin America & the Caribbean,Upper-middle-income economies,74.56,21.13,8.39,21.70,,20.67,20.67,15.57,15.57,137.35,5809.09,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1964,Latin America & the Caribbean,Upper-middle-income economies,73.66,19.35,6.94,19.85,,18.74,18.74,14.03,14.03,129.99,6777.42,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1965,Latin America & the Caribbean,Upper-middle-income economies,69.30,19.20,7.58,18.95,,17.79,17.79,13.81,13.81,127.69,5092.12,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1966,Latin America & the Caribbean,Upper-middle-income economies,68.39,18.69,8.42,18.59,,17.50,17.50,13.45,13.45,132.54,5648.09,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1967,Latin America & the Caribbean,Upper-middle-income economies,70.01,19.15,8.60,19.35,,18.29,18.29,13.88,13.88,131.07,5630.44,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1968,Latin America & the Caribbean,Upper-middle-income economies,73.95,19.58,7.99,20.63,,19.53,19.53,14.27,14.27,142.21,5835.14,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1969,Latin America & the Caribbean,Upper-middle-income economies,74.76,20.14,7.62,22.12,,20.89,20.89,14.73,14.73,141.50,6326.14,,,,,,,,,,,,,,,,,,,,
Colombia,COL,1970,Latin America & the Caribbean,Upper-middle-income economies,77.07,19.80,7.04,22.24,,20.91,20.91,14.42,14.42,148.30,6468.98,,,,,,,,,,,,,,,,,,,,0.36
Colombia,COL,1971,Latin America & the Caribbean,Upper-middle-income economies,79.24,19.25,6.23,22.27,,20.87,20.87,13.96,13.96,150.73,6322.47,,,,,,,,,,,,,,,,,,,,0.28
Colombia,COL,1972,Latin America & the Caribbean,Upper-middle-income economies,79.58,18.73,5.32,20.51,,19.11,19.11,13.63,13.63,130.68,7121.63,,,,,,,,,,,,,,,,,,,,0.26
Colombia,COL,1973,Latin America & the Caribbean,Upper-middle-income economies,82.97,19.21,4.31,18.59,,16.98,16.98,14.33,14.33,107.44,7913.91,,,,,,,,,,,,,,,,,,,,0.29
Colombia,COL,1974,Latin America & the Caribbean,Upper-middle-income economies,90.85,19.96,3.17,22.71,,20.75,20.75,15.51,15.51,155.89,8868.24,,,,,,,,,,,,,,,,,,,,0.29
Colombia,COL,1975,Latin America & the Caribbean,Upper-middle-income economies,89.78,22.44,3.08,28.71,,26.62,26.62,17.80,17.80,144.04,9703.06,,,,,,,,,,,,,,,,,,,,0.18
Colombia,COL,1976,Latin America & the Caribbean,Upper-middle-income economies,93.07,23.19,2.55,27.16,,25.26,25.26,18.50,18.50,129.87,11814.88,,,,,,,,,,,,,,,,,,,,0.33
Colombia,COL,1977,Latin America & the Caribbean,Upper-middle-income economies,94.35,24.95,1.83,27.28,,25.28,25.28,19.84,19.84,125.05,14314.31,,,,,,,,,,,,,,,,,,,,0.42
Colombia,COL,1978,Latin America & the Caribbean,Upper-middle-income economies,95.00,24.45,1.48,26.47,,24.44,24.44,19.22,19.22,129.14,15397.14,,,,,,,,,,,,,,,,,,,,0.33
